Artist;Genre
Shea Soul & Attacca Pesante;Neo-Soul
Blackalicious;Hip-Hop
Cadillac;Prechill
Fred again.., The Blessed Madonna;House
DE SOFFER, Yann Muller;Nu-Disco
Sergio Mendes, Black Eyed Peas;RnB
Jimmix;Afro House
Peppe Citarella;Afro House
Oliver Heldens, Ian Asher, Sergio Mendes;Mainstream Dance
BoK bOk, Kelela;Beats
Bosq;Folamour
Maris Pihlap, villemdrillem;Eesti-S
Missy Elliot ft Ludacris;BPM Supreme
Ruutu Poiss;Eesti-S
Oscar #Worldpeace, Ragz Originale, BenjiFlow;Hip-Hop
Clams Casino;Ambient
Barry&Gibbs;Nu-Disco
Netsky, Jenna G;Drum&Bass
Double Exposure;Disco
Mariano Lunadei;Folamour
Mike Dunn, The Md X-Spress;Neo-Soul
Baalti;Prechill
JAY Z, Kanye West;RnB
Arcade Fire;Retro
Wayne Wonder, LL COOL J, DUTCHESS;RnB
Nottz;Hip-Hop
Skepta;Hip-Hop
INES DAFERRARI;Eesti-S
MC Solaar;Hip-Hop
Chicane;Progressive
A-Rühm;Eesti-S
2 Eivissa;House
DreamDoll;RnB
Stef Davidse;Folamour
York;Progressive
Sean Finn;EDM
Dmx Krew;Prechill
p-rallel, Jords;Neo-Soul
79.5, Durand Jones;Prechill
De La Soul, Snoop Dogg;Hip-Hop
Will Taylor (UK);House
Lil Nas X, DaBaby;Hip-Hop
The Future Sound Of London;Electronic
Sade;Retro
Kaz James, Nick Morgan;House
&ME, Rampa, Adam Port, Starving Yet Full;House
LMFAO, Lauren Bennett, GoonRock;EDM
Tinie Tempah;Mainstream Dance
Gat Decor;Folamour
Lil Yachty, Migos;Hip-Hop
Billen Ted feat. Kah Lo;Neo-Soul
DJ Boat, Ghetto Boy, Afrisounds;Africano
Candy Dulfer;Retro
Pinkpantheress & Ice Spice;BPM Supreme
JAYDEE;Deeper
Mickey Pearce;Beats
Major Lazer, Vybz Kartel, Afrojack;EDM
Croatia Squad;EDM
Brad Wood (UK);Tech-House
Mustard, Migos;Hip-Hop
Rom, Kirot, PALDO;Eesti-S
B21;Utility
Matveï;Neo-Soul
Ten Walls;Progressive
Frankie Animal, Eygo;Eesti-S
Krakota;Drum&Bass
Trance Wax;Deeper
DJ Oyster, Gerd Janson;Prechill
Herb Alpert;Retro
Kerri Chandler, Jerome Sydenham;Folamour
Pontchartrain;Folamour
Lee Alfred;Disco
SAINt JHN;Mainstream Dance
Aaron Jackson, Dread MC, 3000 Deep;EDM
Kda;Neo-Soul
Chicane, Moya Brennan;Ambient
Dj Delicious, Till West;Folamour
Remi;RnB
Remi, Sensible J;Hip-Hop
Far&High;Progressive
Zimmer, Pallace;Nu-Disco
Benny Mussa;Folamour
Crystal Waters;Soulful House
Scatman John;90/00s
Buscemi;Prechill
ANOTR;Folamour
HoneyLuv, Seth Troxler, Paul Johnson;Deeper
R. Kelly, Public Announcement;RnB
Pharoahe Monch;Hip-Hop
Mr. Goldenfold.;Folamour
Tasmin Archer;90/00s
Nari & Milani, Carl Fanini;EDM
Nirvana;Retro
DJ Fudge, Kiko Navarro;Folamour
John Talabot, Pional;Deeper
Finn;House
Klangkarussell, Will Heard;EDM
Mocky;Beats
Ludacris, Shawnna;Hip-Hop
NOCUI;Folamour
Nicky Romero, John Christian, Nilson;EDM
Ajukaja;Eesti-S
The Crusaders;Funk
Sam Katz;Africano
Dr. Buzzard's Original Savannah Band;Disco
Black Coffee;Deeper
JID, 21 Savage, Baby Tate;Hip-Hop
Freiboitar, Bas Roos;Folamour
Krick;Eesti-S
Mobb Deep, Crystal Johnson;Hip-Hop
Rampa;Deeper
Tom Bug, Ron Carroll;Folamour
Lord Echo;Prechill
Age Of Love;Rave
Miss Kittin, The Hacker;Deeper
Gy Fos;Folamour
Lil' Kim, Mr. Cheeks;RnB
Thakzin;Africano
Ralf Gum;Prechill
Typesun;Ambient
inc. no world;Ambient
Corona;90/00s
Kashovski, Abel Ray;Progressive
Curry, Krawall;House
Wiz Khalifa, Empire Of The Sun;Electronic
The Mighty Mocambos;Prechill
The Detroit Experiment;Deeper
Just Kiddin;Mainstream Dance
Montell Jordan;RnB
Dukwa, Mar G;Deeper
marp$, Clicherik;Eesti-S
Pitbull, Ne-Yo;EDM
LMC, Mark Mccabe;Mainstream Dance
Jam City, Aidan;Deeper
J-Kwon;RnB
Kevin McKay;Tech-House
Classmatic, NFasis;Afro House
HUGEL, Blond:ish, NFasis;Afro House
Hudson People;Disco
Beverlay, KAYTRANADA;Neo-Soul
Y U QT;Neo-Soul
Fuego;Reggae
The Latin Project;Folamour
LeMarquis;House
Thomas Garcia, Dillon Marinez;Tech-House
J.PERIOD;Hip-Hop
Cody Currie, Andreas Kon, Ally McMahon;Prechill
Mike Fabulous;Prechill
Richie Hova;Folamour
Major Lazer, Busy Signal, FS Green, The Flexican;EDM
Kraak & Smaak, Ivar;Prechill
Wyclef Jean, John Forté, Pras;RnB
Class Action, Chris Wiltshire;Disco
Busta Rhymes, Kelis;RnB
Ludo Lacoste;House
Disclosure, AlunaGeorge;House
Sampha;Ambient
WizTheMc, bees & honey;BPM Supreme
Campbell, Alcemist;EDM
Nick León, Dj Babatr;Deeper
Hotswing;Nu-Disco
M.B.T.;Disco
5MIINUST, Reket;Eesti-S
Антоха МС;Folamour
Magic Flowers, P. PAT;Neo-Soul
Jamie Jones, AMÉMÉ;
Louie Vega, Moodymann;
Sek;
Octave One;
Paul Rudder;
DJ Sneak;
Eva Eva Eva;
Pupa Nas T, Kevin McKay, Super Flu, Denise Belfon;
spooky;
Smashing Pumpkins;Retro
Dina Carroll;Soulful House
Wes;Pop
David Gray;Pop
Miami Sound Machine;Disco
Fun Fun;Retro
Freddie Mercury, Montserrat Caballé;Utility
DJ Quicksilver;Trance
O Terno;Prechill
Luude, Mattafix;Drum&Bass
Mountain;Drum&Bass
Alt Control;House
BDT (KZ), SB (KZ), AFROKHIN;Afro House
Michel de Hey;Deeper
Oneohtrix Point Never;Ambient
Common ft Kanye West;BPM Supreme
Cordae ft Anderson .Paak;BPM Supreme
DJ Mustard ft Nicki Minaj & Jeremih;BPM Supreme
DJ Sammy ft Yanou & Do (Dominique Van Hulst);BPM Supreme
MS Project;Disco
Alex Party;90/00s
Mustard, Nicki Minaj, Jeremih;RnB
Skream;Deeper
Charles Wright, The Watts 103rd Street Rhythm Band;Funk
Charles Wright, The Watts 103rd. Street Rhythm Band;Funk
Fat Joe ft Ja-Rule & Ashanti vs The Notorius B.I.G.;BPM Supreme
DJ Spoony, Sugababes;Neo-Soul
Sweet Female Attitude;Neo-Soul
Roisto;Prechill
Francis and the Lights, Bon Iver;Ambient
Middle;House
Jamie xx, MC Moose;Prechill
Moojo;Progressive
The Knife;Electronic
Calvin Harris, Young Thug, Ariana Grande;Pop
DJ Sammy, Yanou, Do;90/00s
Martin Solveig, Dragonette;Mainstream Dance
Disclosure, London Grammar;Prechill
Thomas Kerridge, ALLKNIGHT;Folamour
Tinashe, TOKiMONSTA;Neo-Soul
common, PJ;Hip-Hop
Ruf Dug;Deeper
MiLKy;90/00s
Sixpence None The Richer;90/00s
Dave Winnel;Deeper
Ryan Paris;Retro
Bruce Weeden & Cashmere & Bruce Weeden & Kae Williams & Nick Martinelli;Disco
Delroy Edwards;Deeper
Primal Scream;Prechill
Henny West;Prechill
Bedwetters;Eesti-S
Ja Rule, Ashanti;RnB
Plastic Mode;Retro
Otto Knows;Mainstream Dance
Jean Knight;Funk
Sigma;Drum&Bass
Kirot;Eesti-S
HEDEGAARD;EDM
Paxton Fettel;Folamour
Zerb;Pop
Crystal Waters, DJ Spen, micFreak;Soulful House
Hraach;Progressive
Foster The People;Prechill
Gram-Of-Fun, Levski;Eesti-S
Something Good;Mainstream Dance
The Hues Corporation;Disco
George McCrae;Disco
Technotronic, Ya Kid K;90/00s
The-Dream;RnB
Dj Rehan, ZEORMX;Neo-Soul
Swedish House Mafia, Fridayy;Mainstream Dance
Max-A-Million;Reggae
Kygo, Marvin Gaye;EDM
Sfire, MARCELA;Deeper
Tseba, Tim Shiel;Neo-Soul
Dawn Wall, Anni;Drum&Bass
Legato;Deeper
Essatac, AliJack;Hip-Hop
Disko Junkie;Nu-Disco
Koop;Prechill
Julien Jabre, Mr. V;Nu-Disco
Julien Jabre, Shawn Christopher;House
Julien Jabre;Folamour
Live, Die Reck;Reggae
The Young Rascals;BPM Supreme
A/S/L;Neo-Soul
Philip Oakey, Giorgio Moroder;Retro
The Busy Twist;Prechill
Desire;Ambient
Boy Meets Girl;Retro
The Five Stairsteps, Cubie Burke;Prechill
Rod Stewart;Retro
Liisi Koikson, Marti Tärn, Sander Mölder;Eesti-S
Paco Versailles, Møme;
NoMad;90/00s
LK;Folamour
Tebza De SouL, SpheraQ;Afro House
Louie Lavish, Toro Y Moi;Hip-Hop
Shadow Child, Tymer;House
Clicherik & Mäx;Eesti-S
310Babii & James Brown;BPM Supreme
Stanzah!;Beats
Channel Tres, Coco & Breezy;Folamour
Channel Tres, DJ_Dave;Deeper
Dinamarca;Beats
Satl, Styke;Drum&Bass
Walter Murphy;Disco
21 Savage;Hip-Hop
Soulfreakah;Neo-Soul
Gunnar Graps;Eesti-S
Cutty Ranks;Reggae
JKD Band;Disco
DASCO;Deeper
Emma Izabel;Eesti-S
Skatebård;Deeper
Buddy;Hip-Hop
Aim, YZ;Hip-Hop
DJ Nu-Mark, Jungle Fire;Prechill
Snoop Dogg, Nate Dogg, Warren G., Kurupt;RnB
666;Trance
Alice Deejay;BPM Supreme
Knee Deep, Cathy Battistessa;House
Knee Deep;House
ILLA J;Hip-Hop
Fallon Jennings;Prechill
Kendrick Lamar, SZA;RnB
Benz;Hip-Hop
I. JORDAN;Neo-Soul
Argy, Omnya;Progressive
Junior Lopez (CA);Afro House
Stefan Ringer, Ash Lauryn, Kai Alcé, Niyah, Divine Interface;Neo-Soul
FISHER, Kita Alexander;Tech-House
DJ Gregory;Deeper
Spectrasoul, Tamara Blessa;Drum&Bass
TNS, Skillz, Le Soul;Afro House
Beyoncé, Sean Paul;RnB
Toka Project;House
Drunken Masters, NSTASIA;Neo-Soul
T-Pain, Akon;RnB
Jesse Bru;Deeper
MikeOnaBeat;Jersey Club
Hypaton, David Guetta, La Bouche;EDM
"Damian Jr. Gong"" Marley";0
Strong Arm Steady, Phonte;Hip-Hop
Purple Disco Machine, Lorenz Rhode;Nu-Disco
Tector;Folamour
Reflection Eternal, Talib Kweli, Hi-Tek, Vinia Mojica;Hip-Hop
Chris Mazuera, jacuzzi jefferson;Progressive
Badger, Icona Pop;Mainstream Dance
27Delly;Hip-Hop
Eazy-E, Ice Cube;Hip-Hop
Intr0beatz;Prechill
Bobby Caldwell, Jack Splash, Jessie Ware;Funk
ScHoolboy Q;Hip-Hop
Betoko;House
Bárbara Boeing, Phil Mill, esa;Folamour
Miguel Migs;Folamour
HYYTS;House
1tbsp;Mainstream Dance
Dam Swindle, Jungle By Night;Folamour
CJ Bolland;Deeper
Ian Van Dahl, Marsha;Trance
Rampa, Sparrow & Barbossa;Africano
KAYTRANADA, Shay Lia;Neo-Soul
Jehan;Folamour
Sandy Rivera, HaZe;House
Because of Art;Neo-Soul
Shadow Child, Doorly;House
Escort;Prechill
MC Lyte, Missy Misdemeanor Elliott;RnB
Diplo, Mat.Joe;Mainstream Dance
DJ MP3;Mainstream Dance
Gnarls Barkley;Pop
Jimi Hendrix;Retro
Jackmate;Folamour
Stefano Albanese;House
Mac Miller, Anderson .Paak;Prechill
Eddy M;Folamour
Full Crate, Naomi Sharon;Neo-Soul
Bingo Players, Felguk, Fafaq;EDM
Kito, St. Panther;Deeper
DJ SoFa;Drum&Bass
Diplo & SIDEPIECE;BPM Supreme
PAWSA, Adventures Of Stevie V;Tech-House
Todd Terje, The Olsens;Folamour
The Trammps;Disco
Mirwais;Electronic
Mystery Man, Tim Taylor (Missile Records);Rave
People's Choice;Funk
Martin Solveig, Tkay Maidza;Mainstream Dance
Acraze, Cherish, Sub Focus;Drum&Bass
Acraze, Cherish;Tech-House
Roberto Surace, Blackchild (ITA);Afro House
Jesse Green, Carte Blanche;Disco
Public Enemy;Hip-Hop
Wizkid;Africano
Danny Howard;Nu-Disco
Swing Ting;Deeper
Ebhoni, Florentino;Neo-Soul
Sandrobianchi;Prechill
Livin' Joy;90/00s
Harleatz;Folamour
Joel Corry, MK, Rita Ora;Mainstream Dance
Tom Bioly;Deeper
Beats International;90/00s
Contrecoeur;Soulful House
Yours;House
David Jones;EDM
STFU;Mainstream Dance
Pax;Tech-House
Matthew Dear;Prechill
Rulers Of The Deep;Eesti-S
Dirtytwo;Folamour
TOKiMONSTA, Oby Onyioha;Folamour
Oby Onyioha;Disco
Kanye West, DJ Premier;Hip-Hop
J A Y  E L E C T R O N I C A;Hip-Hop
Fela Kuti, Afrika 70;Brazil
Survivor;Retro
JAY Z, Rick Ross;Hip-Hop
Slum Village, Abstract Orchestra;Hip-Hop
FARIANA & El Alfa;BPM Supreme
Moon Rocket;Folamour
Blanco K;House
Beenie Man, Janet Jackson;RnB
Mase;RnB
KIDS SEE GHOSTS, Pusha T;Hip-Hop
Jamie Jones, Kah-Lo;Afro House
MED, Blu, Madlib;Hip-Hop
Grand Official, M.O.P;Hip-Hop
G.Fisher;Hip-Hop
Dj Aiblo;Nu-Disco
Silver Convention;Disco
Harry Romero, Leo Wood;House
Storm Queen;Soulful House
Bacavi;House
The Sequence;Funk
Lords Of The Underground;Hip-Hop
Lipps Inc.;Retro
Mr President, Hawa;Prechill
DJ Spen, DJ Technic;Beats
Coolio, L.V.;90/00s
Prefunk;Folamour
Lil Jon, The EastSide Boyz, Ying Yang Twins;RnB
DJ Grumble;Prechill
Pitbull, Afrojack, Ne-Yo, Nayer;EDM
Chaz Jankel;Prechill
GloRilla ft Sexyy Red vs G-Unit;BPM Supreme
Margie Lomax;Disco
Ownglow;Drum&Bass
France Joli;Disco
The Sponges;Nu-Disco
CARRTOONS, Nigel Hall;Prechill
David Herrero, Oscar Mula;Afro House
Hiva;Folamour
Tibasko, KILIMANJARO;House
Mariah Carey, Da Brat;RnB
The Vision, Andreya Triana;Soulful House
Rodrigo Ribeiro, Mapei;House
Pelace;Deeper
Dr Alban, Leila K.;90/00s
Sian Evans;Progressive
Chris Cuevas;Folamour
DJ Stink;Beats
Tycho;Prechill
Boddhi Satva;Beats
M.O.O.N.;Progressive
Peggy Gou, Lenny Kravitz;Pop
Peggy Gou, Lenny Kravitz, Jex Opolis;Mainstream Dance
Daryl Hall & John Oates;Folamour
Graham Blvd;Retro
Louie Vega, Unlimited Touch;Folamour
Kashif;Disco
Reel 2 Real, The Mad Stuntman;90/00s
Sonic Youth, Cypress Hill;Disco
Shanice;RnB
blk.;Rave
Farag;Tech-House
Elliot Schooling;Folamour
Frida;Retro
Skee-Lo;90/00s
Gil Scott-Heron, Jamie xx;Prechill
Blinky Bill, Muthoni Drummer Queen, Mayonde;Reggae
Brown Sugar;Disco
T-Pain, Mike Jones;RnB
East 17, Gabrielle;90/00s
P-Sol;Prechill
Booka Shade;Deeper
Matthias Meyer;Folamour
Austin Millz, Sabrina Claudio;Neo-Soul
Junior Sanchez, ANT LaROCK;House
Hubbabubbaklubb, Androo;Deeper
Guru;Hip-Hop
Steve Angello;Mainstream Dance
Donna McGhee;Disco
Tim Deluxe;House
Tavares;Disco
Gianni Romano, Emanuele Esposito, &Friends, Helen Tesfazghi;Afro House
Red Rack'em;Folamour
Janelle Monáe;BPM Supreme
GoldLink, Ari PenSmith;Neo-Soul
Moodymanc;House
CID, Westend;Tech-House
dJJ;Folamour
Nas, Quan;Hip-Hop
Talib Kweli, Hi-Tek;Hip-Hop
DJ Soulstar;House
Velly Joonas;Eesti-S
Katy Perry ft Doechii;BPM Supreme
Todd Terry, Martha Wash, Jocelyn Brown;Soulful House
Kendrick Lamar vs Mustard & Migos;BPM Supreme
Els Himma;Eesti-S
DJ Tomekk, Lil' Kim, Trooper Da Don;Hip-Hop
Art Of Noise, Tom Jones;Retro
Nawfel, idd aziz;Folamour
Cassian;Mainstream Dance
Boncana Maïga;Brazil
Solecline;Eesti-S
Ex Tuuttiz;Hip-Hop
Pete Tong, The Heritage Orchestra, Jules Buckley, Will Heard;Ambient
Djeff;Prechill
George Smallwood & Marshmellow Band;Disco
Last Rhythm;Deeper
Massive Attack, Shara Nelson;Prechill
The Prince Karma;Mainstream Dance
Isabelle Antena;Retro
salameh, Jolo;House
Mochakk, Haas;House
Louie Vega, The Martinez Brothers, Marc E. Bassy;House
Dr. Dre, Snoop Dogg, Rbx, Jewell;Hip-Hop
Convertion, Leroy Burgess;Soulful House
Redman, DJ Kool;RnB
Jax Transit Authority;Funk
Nicolay;Beats
J.B. Boogie;Prechill
Monsieur Van Pratt;Folamour
Tim Berg, Otto Knows, Oliver Ingrosso;Mainstream Dance
Darkmountaingroup;Progressive
Groove Govnor;Deeper
LL COOL J, Total;RnB
Robot95, Akapellah;Neo-Soul
Dennis Brown;Reggae
Aeroplane, Tawatha Agee;Folamour
The B-52's;Folamour
Shouse;EDM
Frank Virgilio;Prechill
Relyae;Neo-Soul
Salif Keita, Martin Solveig;Mainstream Dance
Salif Keita;Folamour
Stylo, Space Motion;Progressive
DJ Tunez, Busiswa;Africano
Room 5, Oliver Cheatham;Folamour
Josiah De Disciple, Boohle, Da Capo;Africano
TheologyHD, Moonchildsanelly;Africano
Full Crate X Mar, Full Crate, MaR;House
Massianello;Afro House
Dave Pike Set;Utility
Lo5ive, Kim English;House
DJ Tunez, Amexin;Africano
Xtrafunk;Prechill
Bas Roos;Folamour
Furacão 2000;Beats
Cody Currie;Prechill
Ludacris, Pharrell Williams;RnB
Laurel Halo;Beats
One Way, Al Hudson;Disco
Gazeebo;Folamour
Phazed Groove;Nu-Disco
Robbie Rivera, Elizabeth Gandolfo;House
Moullinex;Prechill
Route 94, Jess Glynne;Mainstream Dance
Mahavok;Eesti-S
Big Baby Scumbag, CadyCutThroat;Beats
Duke Dumont, A*M*E;House
Keyshia Cole, Eve;RnB
ColorJaxx;Folamour
Lewis Taylor;Prechill
Nitty;BPM Supreme
DJ Marky, Bungle;Drum&Bass
Austin Millz, Chaka Khan;Neo-Soul
Lars Bartkuhn;Prechill
Lt;Deeper
Dj Karaba;Africano
MMM (Errorsmith & Fiedel);Rave
Third World;Disco
Heavy D & The Boyz, Aaron Hall;90/00s
Kali Uchis, Reykon;Reggaeton
Frank Degrees;Afro House
Shinichi Atobe;Ambient
Whitney Houston, Oxlade, Pheelz;Neo-Soul
Algrthm;Nu-Disco
CID, Will K;Tech-House
Ovidio;Folamour
Junior Boys;Prechill
Sunlightsquare;Prechill
Celeste Legaspi;Brazil
Mat.Joe, C’mon, Otistic;Tech-House
Anz;Beats
LL COOL J, Amerie;RnB
UN*DEUX;Folamour
Cotonete, Dimitri From Paris;Folamour
Melé, Shovell;House
Afro Medusa;House
Bluestaeb;Neo-Soul
Lokal;Drum&Bass
Daz-I-Kue, Hadiya George;Prechill
Daz-I-Kue, Hadiya George, Oliver Dollar;Folamour
MLiR;Folamour
not even noticed;Folamour
5MIINUST, Florian Wahl, Jozels;Eesti-S
deadmau5, The Neptunes;Tech-House
Pi'erre Bourne;Hip-Hop
Portugal. The Man;BPM Supreme
youANDme;House
A$AP Rocky, Skepta;Hip-Hop
BassTon, Techno Tazzy, Tazzy;Rave
Hagan, Griffit Vigo;Africano
Alan Gomez, DJ Kbz;Reggaeton
Kirot, SÄM, KAW;Eesti-S
Dcr Milda;Afro House
Muzi, Chris Martin;Neo-Soul
PawPaw Rod;Prechill
Pryda;House
Cidinho & Doca, DJ Marlboro;Beats
Genius Of Time, Bassie Kay;Deeper
marp$, raul;Eesti-S
Painel De Controle;Folamour
Mateo, Matos;Folamour
Gangsta Boo, Indo G;Hip-Hop
Fort Minor, Styles Of Beyond;Pop
A Taste Of Honey;Disco
Scratcha DVA, Tribal Brothers, DJ Polo;Beats
Anita Ward;Disco
Double 99;House
Sycco, Flume, Chrome Sparks;Deeper
Keni Burke;Disco
Dee Sharp;Disco
Black Eyed Peas, J Balvin;Mainstream Dance
GEE DEE;Deeper
Log;House
DJ Rashad;Beats
Adele;Pop
Mark Say;Deeper
Toro Y Moi;Neo-Soul
Dubdogz, Zerb;Nu-Disco
Joeski;Folamour
SunPalace;Prechill
Steve Tosi;Nu-Disco
Sampology;Prechill
Love Houndz;Drum&Bass
Sergio Mendes, Marcelo D2;Brazil
DJ Protein;House
'Om' Alec Khaoli, Umoja;Disco
Ainneit;House
Fred Everything, Jinadu;Deeper
P.M. Dawn;Prechill
Majestic, The Jammin Kid, Céline Dion;Folamour
MOREKI;Africano
Marvin Gaye, Studio Rio;Prechill
SHANNON;Disco
Maximono;House
DJ Jazzy Jeff, Kardinal Offishall;Hip-Hop
Keys N Krates;Beats
Gavinco;Deeper
DJ Scholar;Rave
salameh, RAJE, FLAT 22;Folamour
WheelUP, Abacus, Steelo;Neo-Soul
Sharleen Ka;Prechill
common, D'Angelo;Hip-Hop
Oso MaRvEloUs;Neo-Soul
Virve Rosti;Utility
musclecars;Prechill
Sangre Nueva, DJ Python, Florentino;Beats
DJ Lycox;Africano
SBTRKT, Sampha;Ambient
DESTIINO;Progressive
An-Marlen;Eesti-S
Djexpo SA;Deeper
Operating Theatre;Retro
Da Africa Deep, Nobuhle;Africano
Jaylib;Hip-Hop
Fisher;House
Fintelligens, Petter, PEEWEE;Hip-Hop
Gorillaz, Bobby Womack, Mos Def;Electronic
Juicy;Retro
Mirage;Folamour
The Soul Surfers;Prechill
PJ;House
Douglas Greed;Deeper
Barry Can’t Swim;Folamour
Guerilla Black;Hip-Hop
House of Prayers, Crazibiza;Nu-Disco
Lokee, Stefané;Tech-House
Cerrone, Bob Sinclar;Disco
Eurythmics, Annie Lennox, Dave Stewart;Retro
Suur Papa, Bad Art, Scardoff;Eesti-S
Soft Cell;Electronic
Mousse T., Davie;Nu-Disco
Tay Powers;Africano
Supermode, 1991;EDM
Giaggi;Afro House
Bo Boss;Folamour
Max Caesar, Don Floreone;Folamour
The 45 King;Utility
Lack of Afro;Prechill
Sinner & James;House
Kideko;Drum&Bass
Rayko;Folamour
INVŌKER;Progressive
Rebuke;Progressive
The Roots ft DJ Jazzy Jeff & Jazzyfatnastees;BPM Supreme
The Kount, Marc Rebillet, Moods;Neo-Soul
Outkast, Sleepy Brown;RnB
Kellerkind;Progressive
Jazzanova;Prechill
Kenix, Bobby Youngblood;Folamour
Busta Rhymes, Flipmode Squad;RnB
Roger Sanchez, Park & Sons, Julie McKnight;Folamour
Kungs, Cookin' On 3 Burners;Mainstream Dance
Dj Jean Paredes;Reggaeton
Jack Harlow, Bryson Tiller;RnB
Benita;Disco
Big Twins;Hip-Hop
David Guetta, Sia;EDM
Anatta;Tech-House
Tom Browne ft Toni Smith;BPM Supreme
Softmal, LLølita, Lucenamusic;Folamour
Cathy Dennis;Disco
Wish & Fonda Rae;Retro
The Mekanism;Folamour
ALTÉGO, Britney Spears, Ginuwine;RnB
nari, Steve Tosi;Mainstream Dance
Analog Sol;Progressive
Melodiesinfonie;Prechill
ICARUS, Talay Riley;Neo-Soul
Risk Assessment;Folamour
DEW8, Põhjamaade Hirm, Krick;Eesti-S
DJ Seinfeld, Teira;Prechill
Lee Stevens, Domino;Prechill
Mark Ronson, Amy Winehouse;Mainstream Dance
INVDRS, Vhoor, Mc Leona;Beats
Javelin;Prechill
Tony Price;Prechill
KOTO, Koke & Mento;Retro
Jesse Futerman;Deeper
Dirty Channels, Danny Russell;Nu-Disco
EMC;Hip-Hop
Jamie Jones, Jazzy, Sparrow & Barbossa;Afro House
lazy deejay;Deeper
Amara La Negra;Reggae
Guy Gerber;Progressive
Andy Buchan;Folamour
drewbyrd;Neo-Soul
Busta Rhymes, Janet Jackson;RnB
Fat Joe;RnB
Nate Dogg, Kurupt, Shade Sheist;RnB
Timmy Thomas;Folamour
Hollaphonic;Tech-House
Aphex Twin;Ambient
Tasha LaRae, DJ Spen;Soulful House
Angie Stone;RnB
John Lennon;Retro
WSTRN;Africano
House of Hits;Deeper
Marc Gonen;Afro House
Mainline Magic Orchestra;Folamour
Dr. Dre, Hittman, Six-Two, Nate Dogg, Kurupt;Hip-Hop
Mory Kanté;Brazil
Lucy Pearl, Snoop Dogg, Q-Tip;RnB
Sham Steele;Neo-Soul
BaianaSystem, Antônio Carlos & Jocafi;Prechill
KALK;Deeper
Bad Balance;Folamour
Cajmere, Dajae;
Grand Puba, Stunna Gang;
Samm (BE);
Azuro;
Cody Currie, Kaidi Tatham;
Across Boundaries, Chris Stussy, Locklead;
Mr G;
Whirl, Mayer;
Matthias Heilbronn;
The Intransigent Aesthete;
Platinum Mouth;
The Brothers Johnson;
Slugabed;Folamour
Psycho Radio, Lc Anderson;Folamour
Enzo Carella;Brazil
Wookie, Lain;Prechill
Korede Bello;Africano
Koherent;Drum&Bass
Andrew Meller;House
Donnell Pitman;Funk
Plastic Bertrand;Utility
Wyld Dogz;Drum&Bass
Eric Prydz;Mainstream Dance
Barbara Davidson, Gary Daverne;Disco
Sharon Jones, The Dap-Kings;Funk
Sam Feldt, Jonas Blue, Endless Summer, Violet Days;EDM
Menesix;Folamour
Addal;EDM
Pulp;Retro
Sébastien Tellier;Pop
Ezechiel;Progressive
Derrick Laro and Trinity;Prechill
Derrick Laro, Triniti;Reggae
Flexible Fire ft Fractures;BPM Supreme
Adam Port, Alan Dixon;Ambient
Eddy Grant;Disco
Canned Heat;Retro
Basto;EDM
Bodysync, Ryan Hemsworth, Giraffage, Shinichiro Yokota;Beats
Young Thug, Elton John;Hip-Hop
Tirzah;Deeper
Ace;RnB
Guru Josh Project;EDM
Desmond Dekker;Reggae
Kyle Dixon, Michael Stein;Ambient
The Geek, Vrv;Beats
ShAdOw;Prechill
Far East Movement, The Cataracs, DEV;Pop
Movement;Ambient
Epp Kõiv, CINO;Eesti-S
Ülle Ernits, Admiral;Eesti-S
Perez Prado;Utility
Lou Bega;Utility
Charizma, Peanut Butter Wolf;Hip-Hop
jamesjamesjames;Deeper
Pastacas;Eesti-S
DJ Seinfeld, Confidence Man;Deeper
Luude, Issey Cross, Moby;Drum&Bass
Twit One;Ambient
The Durutti Column;Ambient
Elton John, PNAU;Pop
Delorean;Ambient
Baldo;House
Pat Lok;Folamour
Shabba Ranks;Reggae
Alexander Robotnick;Deeper
Katrina And The Waves;Retro
Yaz;BPM Supreme
Hot Chocolate;Disco
Young-Holt Unlimited;BPM Supreme
AF13, Mitchell Yoshida;
J. Rawls;Prechill
Even Evie;Folamour
Felo Le Tee, Myztro;Africano
Musuveni Tha Amapiano Chyld;Africano
Young Franco, Scrufizzer;House
Dotorado Pro;Africano
Manybeat, Jimmix, Gustavo Dominguez;Africano
Marcus Damon;Africano
Luke Alessi;House
Queen Yahna;Prechill
deadboy;Beats
Maicollansky;Africano
Roger Sanchez, Oliver Heldens;Progressive
Space Motion, Kashovski;Afro House
Final Edition;Funk
I.L.L. Will;Beats
Ariana Grande ft Brandy & Monica;BPM Supreme
"Nas, Damian Jr. Gong"" Marley""";Hip-Hop
Simon Kidzoo;Folamour
Khaled;Retro
Fred again.., Skrillex, Four Tet;House
Waltervelt;Progressive
Maxy Cozy;House
Dr. Dre, Hittman, Knoc-Turn'al;Hip-Hop
CARRTOONS;Beats
Sylvere;Deeper
Jimpster;Deeper
Ben Delay;House
ICARUS;Progressive
EQ Why;Jersey Club
O.T. Genasis, Mustard;Hip-Hop
Eiffel 65;Beats
The Botanist;House
Starvue;Disco
Coqui Selection;Nu-Disco
Ivan Kay, Fiorez;Afro House
ANOTR, Stef Davidse;House
Maya Jane Coles, Kim Ann Foxman;Progressive
Negrocan;Soulful House
Morgenshtern, Eldzhey;RnB
